#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,mean,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device,sensor
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:17:40Z,-0.3638888888888889,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:17:50Z,-0.0891,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:18:00Z,-0.4231111111111111,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:18:10Z,-0.36029999999999995,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:18:20Z,-0.14855555555555555,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:18:30Z,0.5335,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:18:40Z,-0.47188888888888886,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:18:50Z,-0.26489999999999997,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:19:00Z,0.19455555555555554,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:19:10Z,0.6326,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:19:20Z,-0.10500000000000004,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:19:30Z,-0.2897,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:19:40Z,-0.780888888888889,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:19:50Z,-0.15966666666666673,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:20:00Z,-0.3101999999999999,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:20:10Z,0.20111111111111107,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:20:20Z,0.344,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:20:30Z,-0.21255555555555553,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:20:40Z,0.18550000000000003,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:20:50Z,-0.29966666666666675,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:21:00Z,0.2909,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:21:10Z,0.12811111111111115,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:21:20Z,-0.4651000000000002,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:21:30Z,0.5047777777777778,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:21:40Z,-0.18119999999999997,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:21:50Z,-0.14633333333333334,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:22:00Z,0.5168000000000001,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:22:10Z,0.0952222222222222,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:22:20Z,0.13579999999999998,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:22:30Z,0.3758888888888889,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:22:40Z,0.4135,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:22:50Z,0.20344444444444443,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:23:00Z,0.23166666666666666,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:23:10Z,-0.041300000000000024,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:23:20Z,-0.11277777777777777,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:23:30Z,0.006799999999999987,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:23:40Z,-0.13577777777777783,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:23:50Z,-0.47520000000000007,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:24:00Z,0.030888888888888893,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:24:10Z,-0.0944,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:24:20Z,-0.12255555555555556,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:24:30Z,-0.16239999999999993,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:24:40Z,0.6480000000000001,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:24:50Z,-0.2655,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:25:00Z,-0.00899999999999996,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:25:10Z,-0.37577777777777777,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:25:20Z,0.1724,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:25:30Z,-0.08677777777777777,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:25:40Z,-0.5225,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:25:50Z,-0.4685555555555556,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:26:00Z,-0.1941,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:26:10Z,0.41133333333333344,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:26:20Z,-0.1207,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:26:30Z,0.08844444444444448,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:26:40Z,-0.08320000000000001,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:26:50Z,-0.14377777777777773,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:27:00Z,-0.37899999999999995,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:27:10Z,-0.008899999999999996,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:27:20Z,0.12666666666666665,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:27:30Z,-0.005299999999999983,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:27:40Z,0.25466666666666665,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:27:50Z,0.0853,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:28:00Z,-0.432,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:28:10Z,0.07769999999999998,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:28:20Z,0.5445,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:28:30Z,0.12920000000000004,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:28:40Z,-0.21479999999999996,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:28:50Z,-0.2202222222222222,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:29:00Z,-0.662,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:29:10Z,0.3295555555555556,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:29:20Z,-0.022499999999999985,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:29:30Z,-0.049777777777777775,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:29:40Z,-0.35855555555555557,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:29:50Z,-0.23290000000000005,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:30:00Z,0.1982222222222222,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:30:10Z,-0.010199999999999987,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:30:20Z,-0.232,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:30:30Z,-0.24259999999999998,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:30:40Z,0.2162222222222223,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:30:50Z,-0.036899999999999974,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:31:00Z,-0.17411111111111108,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:31:10Z,-0.35080000000000006,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:31:20Z,0.7642222222222222,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:31:30Z,0.06470000000000001,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:31:40Z,0.512888888888889,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:31:50Z,-0.5315,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:32:00Z,0.0067777777777777715,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:32:10Z,-0.2965555555555556,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:32:20Z,0.2793,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:32:30Z,-0.18899999999999997,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:32:40Z,-0.2818,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:32:50Z,-0.4486666666666667,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:33:00Z,-0.8196999999999999,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:33:10Z,-0.19088888888888883,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:33:20Z,-0.6042000000000001,x,acceleration,esp32-01,acc-01
,,0,2025-07-15T13:06:15.116195371Z,2025-07-15T14:06:15.116195371Z,2025-07-15T13:33:30Z,0.1975555555555556,x,acceleration,esp32-01,acc-01
